"Sortera i bokstavsordning genom att högerklicka på en kolumn och sedan klicka på ""Sortera arbetsblad A -> Z""",,,,,,,,,,,,
Title,Composer,Lyricist,Arranger,Ensemble,Language,Licenceholder,PLAY Producer,Scorx product ID,PÅSKMUSIK,JULMUSIK,Link to product in ScorX e-shop,Link to webshop to purchase printed score
Stilla natt,Joseph Mohr,Franz Gruber,,"SATB, SAATB",Svenska,Dynamic Vocal,Körakademin,2422,,JA,https://scorx.org/Product/Product?Id=6087,
"Stilla, sköna aftontimma",Oscar Lindberg,Jacob Thimotheus Jacobsson,,SATB,Svenska,Gehrmans,Körakademin,1017,,JA,https://scorx.org/Product/Product?Id=2466,
Stjärna klar,Emma Anstey,Malin Hasselqvist,,SSA,Swedish,Gehrmans,Körakademin,939,,JA,https://scorx.org/Product/Product?Id=2388,
Stjärngossarnas visa,Thord Gummesson,Thord Gummesson,Anders Widestrand,SATB,Svenska,Notfabriken/NotPoolen,Körakademin,1158,,JA,https://scorx.org/Product/Product?Id=2612,
Stjärnorna dansar,Bengt Lundin,Christina Lövestam,,SATB,Svenska,Wessmans,Körakademin,2479,,JA,https://scorx.org/Product/Product?Id=6180,
Studentsången,Prins Gustaf,Herman Sätherberg,Karl-Fredrik Jehrlander,Two-parts,Swedish,Notfabriken/NotPoolen,Körakademin,1648,,,https://scorx.org/Product/Product?Id=3342,
"Stå upp, var ljus",Agneta Sköld,Bibeln,,SAB,Swedish,Gehrmans,Körakademin,1338,,JA,https://scorx.org/Product/Product?Id=2807,
"Svenska Messan - 1. Kyrie (Herre, förbarma dig)",Johan Helmich Roman,,,SATB,Swedish,Gehrmans,Körakademin,154,,,https://scorx.org/Product/Product?Id=513,http://www.gehrmans.se/butik/kor/svenska-messan-korpartitur
Svenska Messan - 11. Du som borttager världens synder,Johan Helmich Roman,,,SATB,Swedish,Gehrmans,Körakademin,155,,,https://scorx.org/Product/Product?Id=514,http://www.gehrmans.se/butik/kor/svenska-messan-korpartitur
Svenska Messan - 12. Ty Du äst allena helig,Johan Helmich Roman,,,SATB,Swedish,Gehrmans,Körakademin,156,,,https://scorx.org/Product/Product?Id=515,http://www.gehrmans.se/butik/kor/svenska-messan-korpartitur
Svenska Messan - 13. Med den helga Anda,Johan Helmich Roman,,,SATB,Swedish,Gehrmans,Körakademin,157,,,https://scorx.org/Product/Product?Id=516,http://www.gehrmans.se/butik/kor/svenska-messan-korpartitur
Svenska Messan - 2. Gloria (Ära vare Gud i höjden),Johan Helmich Roman,,,SATB,Swedish,Gehrmans,Körakademin,159,,,https://scorx.org/Product/Product?Id=518,http://www.gehrmans.se/butik/kor/svenska-messan-korpartitur
Svenska Messan - 3. Gloria (Och frid på jordene),Johan Helmich Roman,,,SATB,Swedish,Gehrmans,Körakademin,160,,,https://scorx.org/Product/Product?Id=519,http://www.gehrmans.se/butik/kor/svenska-messan-korpartitur
Svenska Messan - 5. Vi tacke dig,Johan Helmich Roman,,,SATB,Swedish,Gehrmans,Körakademin,161,,,https://scorx.org/Product/Product?Id=520,http://www.gehrmans.se/butik/kor/svenska-messan-korpartitur
Svenska Messan - 6. O Herre Gud Himmelske konung,Johan Helmich Roman,,,SATB,Swedish,Gehrmans,Körakademin,162,,,https://scorx.org/Product/Product?Id=521,http://www.gehrmans.se/butik/kor/svenska-messan-korpartitur
Sverige,Wilhelm Stenhammar,Verner von Heidenstam,,SATB,Swedish,Gehrmans,Körakademin,610,,,https://scorx.org/Product/Product?Id=958,
Sweet Adeline,Harry Armstrong,R H Gerard,,TTBB,English,Upphovsrättsfri,Copyright free,153,,,https://scorx.org/Product/Product?Id=512,
Symeons lovsång,Agneta Sköld,Luk. 2:29,,SAB,Swedish,Gehrmans,Körakademin,163,,JA,https://scorx.org/Product/Product?Id=522,http://www.gehrmans.se/butik/kor/svenska-messan-korpartitur
Så går en dag än från vår tid,Melodi från Dalarna,Johan Olof Wallin,Nils Lindberg,SATB,German,Gehrmans,Körakademin,164,,,https://scorx.org/Product/Product?Id=523,http://www.gehrmans.se/butik/kor/sa-gar-en-dag-an-fran-var-tid
Så hög är himlen,Hugo Wolf,August Mahlmann,,SATB,German,Gehrmans,Körakademin,165,,,https://scorx.org/Product/Product?Id=524,http://www.gehrmans.se/butik/kor/tva-korsanger
Så lunka vi så småningom,Carl Michael Bellman,Carl Michael Bellman,Karl-Fredrik Jehrlander,SATB,Swedish,Gehrmans,Körakademin,612,,,https://scorx.org/Product/Product?Id=960,
Så mycket bättre,Ted Gärdestad,Kenneth Gärdestad,Nills Wallnäs,SAB,Swedish,Ynde,Körakademin,2223,,,https://scorx.org/Product/Product?Id=5483,
Så mörk är natten (Lucia),Carl-Bertil Agnestig,Johnny Johansson,,SSA,Swedish,Gehrmans,Körakademin,962,,JA,https://scorx.org/Product/Product?Id=2411,
Så skimrande var aldrig havet,Evert Taube,,Anders Edenroth,SATB,Swedish,Gehrmans,Körakademin,1461,,,https://scorx.org/Product/Product?Id=3357,
Så var du en länk,Lars Roos,Pär Lagerkvist,Sven-David Sandström,SATB,Svenska,Gehrmans,Körakademin,2465,,,https://scorx.org/Product/Product?Id=6156,
"Säg, känner du det underbara namnet","Oskar Ahnfelt, A Törnberg, L Jernestrand","Lina Sandell-Berg, A Törnberg, Matt. 28:20",Torebjörn Widfeldt,SAB,Swedish,Gehrmans,Körakademin,2017,,,https://scorx.org/Product/Product?Id=4027,
Tack,Georg Riedel,,,SA,Swedish,Gehrmans,Körakademin,2082,,,https://scorx.org/Product/Product?Id=5033,
"Tack, gode Gud, för allt som finns",John Rutter,,,SATB,Swedish,Gehrmans,Körakademin,2111,,,https://scorx.org/Product/Product?Id=5145,
Tacka Herren,Engelsk melodi,,Lars Hernqvist,SAB,Swedish,Gehrmans,Körakademin,166,,,https://scorx.org/Product/Product?Id=525,http://www.gehrmans.se/butik/kor/sab-helt-enkelt-del-1
Take me back to Hollywood,Ted Gärdestad,Kenneth Gärdestad,Nills Wallnäs,SATB,English,Ynde,Körakademin,2226,,,https://scorx.org/Product/Product?Id=5486,
"Take, Oh Take those Lips Away",Håkan Parkman,William Shakespeare,,SATB,Swedish,Gehrmans,Körakademin,1031,,,https://scorx.org/Product/Product?Id=2480,
Tankarnas gröna träd,Stefan Forssén,Lennart Hellsing,,SAB,Swedish,Ejeby Förlag,Körakademin,1799,,,https://scorx.org/Product/Product?Id=3572,
Tantum ergo,Anton Bruckner,Thomas av Aquino,,SATB,Latin,Gehrmans,Körakademin,167,,,https://scorx.org/Product/Product?Id=526,http://www.gehrmans.se/butik/kor/tantum-ergo-6967
That's how I need you,Al Piantadosi,Joe McCarthy,,TTBB,English,Upphovsrättsfri,Copyright free,168,,,https://scorx.org/Product/Product?Id=527,
The Angels Can Fly,Lina Sidenmark,,Staffan Sundås,SATB,English,Gehrmans,Körakademin,352,,JA,https://scorx.org/Product/Product?Id=205,http://www.gehrmans.se/butik/kor/yes-i-m-coming-home
The Blue Bird,Charles Villiers Stanford,,,SATB,English,Körakademin,Körakademin,1652,,,https://scorx.org/Product/Product?Id=3367,
The Star,Joakim Arenius,Joakim Arenius,Kristian Kraftling,SATB,English,Gehrmans,Körakademin,1360,,JA,https://scorx.org/Product/Product?Id=2829,
The virgin Mary had a baby boy,Brian Trant,Trad.,,SATB,English,Gehrmans,Körakademin,705,,JA,https://scorx.org/Product/Product?Id=1053,
There are three things,Piret Rips-Laul,Bibeln,Piret Rips-Laul,SATB,English,Wessmans,Körakademin,783,,,https://scorx.org/Product/Product?Id=3266,
There's a Praise,Gregory Hunter,,,SATB,English,Gospel Start Publishing,Körakademin,1998,,,https://scorx.org/Product/Product?Id=3951,
Thy Will Be Done,Johann Sebastian Bach,Joakim Arenius,,SATB,English,Bubblejam Music Productions,Bubblejam Music Productions,1761,,,https://scorx.org/Product/Product?Id=3467,
Thy Will Be Done,"Johann Sebastian Bach, Joakim Arenius",Joakim Arenius,,SATB,English,Bubblejam Music Productions,Bubblejam Music Productions,1761,,,https://scorx.org/Product/Product?Id=3467,
Till Betlehem mitt hjärta,Trad. Västergötaland,Johan Michael Lindblad,John Lönmyr,SATB,Svenska,Gehrmans,Körakademin,2480,,JA,https://scorx.org/Product/Product?Id=6181,
Till den gode herden ila,Carl Nielsen,Oscar Mannström,,SATB,Swedish,Gehrmans,Körakademin,621,,,https://scorx.org/Product/Product?Id=971,
Till den som bär,Nadja Eriksson,Nils Holmqvist,Björn Claeson,SAB,Swedish,Gehrmans,Körakademin,600,,,https://scorx.org/Product/Product?Id=948,
Till Din ära - For Your Glory,Jonathan Lund,Jonathan Lund,,SATB,Svenska/Engelska,Notlinjen,Körakademin,2466,,,https://scorx.org/Product/Product?Id=6157,
Till Österland vill jag fara,Trad.,,Gunnar Eriksson,SATB,Swedish,Ejeby Förlag,Körakademin,1458,,,https://scorx.org/Product/Product?Id=2999,
Time to Celebrate,Joakim Arenius,,,SATB,English,Bubblejam Music Productions,Körakademin,1996,,,https://scorx.org/Product/Product?Id=3953,
"Tjuv och tjuv, det ska du heta",Hugo Alfvén,Trad.,,SATB,Swedish,Gehrmans,Körakademin,609,,,https://scorx.org/Product/Product?Id=957,
To see a world,Sven-David Sandström,William Blake,,SATB,English,Gehrmans,Körakademin,1673,,,https://scorx.org/Product/Product?Id=3379,http://www.gehrmans.se/butik/kor/to-see-a-world-11328
Together,Trad. Sydafrika,Anders Nyberg,Anders Nyberg,SATB,English,Peace of Music,Körakademin,726,,,https://scorx.org/Product/Product?Id=1149,http://peaceofmusic.com/Cms.aspx/Show/46
Tomtarnas julnatt,Vilhelm Sefve,Alfred Smedberg,Mårten Jansson,SSA,Swedish,Notfabriken/NotPoolen,Körakademin,1165,,JA,https://scorx.org/Product/Product?Id=2619,
Tomten,Frida Johansson,Victor Rydberg,,SSAA,Svenska,Ejeby Förlag,Körakademin,2468,,JA,https://scorx.org/Product/Product?Id=6165,
Trasten i höstkvällen,Gunnar Wennerberg,,,SATB,Swedish,Upphovsrättsfri,Copyright free,169,,,https://scorx.org/Product/Product?Id=528,
Träd in i hjärtats rum,Jerker Leijon,Alf Härdelin,,SATB,Swedish,Gehrmans,Körakademin,581,,,https://scorx.org/Product/Product?Id=929,
Ty där din skatt är,Sven-David Sandström,Bibeln,,SAB,Swedish,Gehrmans,Körakademin,1350,,,https://scorx.org/Product/Product?Id=2819,
Tyst är det rum,Gabriella Gullin,Pär Lagerkvist,,SATB,Swedish,Gehrmans,Körakademin,2115,,,https://scorx.org/Product/Product?Id=5141,
Tystnadens sång,Nadja Eriksson,Nils Holmqvist,Björn Claeson,SAB,Swedish,Gehrmans,Körakademin,596,,,https://scorx.org/Product/Product?Id=944,
Ubi Caritas,Ola Gjeilo,,,SATB,Latin,Gehrmans,Körakademin,2024,,,https://scorx.org/Product/Product?Id=4082,
Under valv av bedjande händer,Jerker Leijon,Elisabet Holmgren,,SATB,Swedish,Gehrmans,Körakademin,1329,,,https://scorx.org/Product/Product?Id=2798,
Uti din nåd,Amerikansk melodi,,Lars Hernqvist,SAB,Swedish,Gehrmans,Körakademin,171,,,https://scorx.org/Product/Product?Id=530,http://www.gehrmans.se/butik/kor/sab-helt-enkelt-del-1
Uti vår hage,Hugo Alfvén,,,SATB,Swedish,Gehrmans,Körakademin,588,,,https://scorx.org/Product/Product?Id=936,
Uti vår hage,Hugo Alfvén,Trad.,Jan Åke Hillerud,SSAA,Swedish,Gehrmans,Körakademin,822,,,https://scorx.org/Product/Product?Id=2271,
Vackrare än en snökristall,Lage Wedin,LisBeth Wedin,Alwar Almkvisth,SATB,Swedish,Gehrmans,Körakademin,2116,,JA,https://scorx.org/Product/Product?Id=5140,
Vandra på jorden försiktigt,Nadja Eriksson,Nadja Eriksson,,SSA,Swedish,Gehrmans,Körakademin,593,,,https://scorx.org/Product/Product?Id=941,
Var finns Gud,Nadja Eriksson,Nils Holmqvist,Björn Claeson,SAB,Swedish,Gehrmans,Körakademin,604,,,https://scorx.org/Product/Product?Id=952,
Var inte rädd för mörkret,Stefan Forssén,Erik Blomberg,,SAB,Swedish,Gehrmans,Körakademin,173,,JA,https://scorx.org/Product/Product?Id=532,http://www.gehrmans.se/butik/kor/var-inte-radd-for-morkret
Var inte rädd för mörkret,Anders Paulsson,Erik Blomberg,,SATB,Svenska,Ejeby Förlag,Körakademin,2481,,JA,https://scorx.org/Product/Product?Id=6182,
Var stilla min själ,Sven-Eric Johanson,Atle Burman,,SATB,Swedish,Gehrmans,Körakademin,174,,,https://scorx.org/Product/Product?Id=533,http://www.gehrmans.se/butik/kor/var-stilla-min-sjal
Vattenkanon,Stefan Forssén,,,Unison,English,Gehrmans,Körakademin,1702,,,https://scorx.org/Product/Product?Id=3408,http://www.gehrmans.se/butik/undervisning/kor-for-alla
Vem gjorde skyn så klar och blå,Betty Ehrenborg,Anna-Karin Klockar,,SATB,Swedish,Gehrmans,Körakademin,2117,,,https://scorx.org/Product/Product?Id=5139,
Vem kan lyfta mig högt,Trad.,Kajsa Brattgård,Lars Hernqvist,SAB,Swedish,Gehrmans,Körakademin,568,,,https://scorx.org/Product/Product?Id=916,
Vem kan segla,Trad.,,Gunnar Eriksson,SATB,Swedish,Ejeby Förlag,Körakademin,1459,,,https://scorx.org/Product/Product?Id=3000,
Vem kan segla förutan vind,Trad,,Carl-Bertil Agnestig,SSA,Swedish,Gehrmans,Körakademin,2129,,,https://scorx.org/Product/Product?Id=5272,
Vem vandrar vid min sida,Linda Sandström,Linda Sandström,Hans-Erik Holgersson,SATB,Swedish,Gehrmans,Körakademin,2054,,,https://scorx.org/Product/Product?Id=4950,
"Veni, Sancte Spiritus",Medeltida hymn,Medeltida hymn,Mikael Fridén,TB,Latin,Gehrmans,Körakademin,175,,,https://scorx.org/Product/Product?Id=534,http://www.gehrmans.se/butik/kor/veni-sancte-spiritus-11122
"Verily, verily I say unto you",Arvid Mörne,Joh. 6:53-56,,SATB,English,Upphovsrättsfri,Copyright free,176,,,https://scorx.org/Product/Product?Id=535,
Vi bygger broar med varann,Anders Nyberg,Anders Nyberg,Anders Nyberg,SSATB,Swedish,Peace of Music,Körakademin,758,,,https://scorx.org/Product/Product?Id=1206,http://peaceofmusic.com/Cms.aspx/Show/7
Vi gick alla vilse som får,Kjell Janunger,Bibeln,,SATB,Swedish,ACKJA Music & Production,Körakademin,1469,,,https://scorx.org/Product/Product?Id=2923,
"Vi tackar dig, o Gud",Georg Friedrich Händel,,Lars Hallgren,SATB,Swedish,Gehrmans,Körakademin,178,,,https://scorx.org/Product/Product?Id=537,http://www.gehrmans.se/butik/kor/vi-tackar-dig-o-gud
Vi vaktade fåren,Trad.,Florence Vilén,,SAB,Swedish,Gehrmans,Körakademin,701,,JA,https://scorx.org/Product/Product?Id=1049,
Vi vandrar fram bland baldersbrå,Trad. Sverige,Anders Nyberg,Anders Nyberg,SATB,Swedish,Peace of Music,Körakademin,719,,,https://scorx.org/Product/Product?Id=1142,http://peaceofmusic.com/Cms.aspx/Show/82
Vi är vise män,Puerto Rico Trad,,Karl-Fredrik Jehrlander,SATB,Swedish,Gehrmans,Körakademin,179,,JA,https://scorx.org/Product/Product?Id=538,http://www.gehrmans.se/butik/kor/vi-ar-vise-man
Vid Betlehem en vinternatt,Trad.,Eva Norberg,David Willcocks,SATB,Swedish,Gehrmans,Körakademin,697,,JA,https://scorx.org/Product/Product?Id=1045,
Vid graven,Hugo Wolf,Lenz Lorenzi,,SATB,Swedish,Gehrmans,Körakademin,180,,,https://scorx.org/Product/Product?Id=539,http://www.gehrmans.se/butik/kor/tva-korsanger
Vila i mig,Åke Edvinsson,Eva Nyberg-Fast,Anders Nyberg,SATB,Swedish,Peace of Music,Körakademin,749,,,https://scorx.org/Product/Product?Id=1197,http://peaceofmusic.com/Cms.aspx/Show/7
Vilar glad. I din famn,Benny Andersson,Kristina Lugn,Anders Eljas,SATB,Swedish,Gehrmans,Körakademin,1813,,,https://scorx.org/Product/Product?Id=3794,http://www.gehrmans.se/butik/kor/vilar-glad-i-din-famn
Vindens barn,Torebjörn Widfeldt,Margareta Melin,,SAB,Swedish,Gehrmans,Körakademin,2019,,,https://scorx.org/Product/Product?Id=4025,
Vinterpsalm,Lars Åberg,Martin Lönnebo,,SATB,Swedish,Gehrmans,Körakademin,2087,,JA,https://scorx.org/Product/Product?Id=5050,
Visa i allhelgonatid,Camilla Wellborg Käck,Maria Sundelius,,SSA,Swedish,Wessmans,Körakademin,1789,,,https://scorx.org/Product/Product?Id=3547,
Vivaldi Gloria - 1. Gloria,Antonio Vivaldi,,,SATB,Latin,Körakademin,Körakademin,181,,,https://scorx.org/Product/Product?Id=3052,
Vivaldi Gloria - 11. Quoniam tu solus sanctus,Antonio Vivaldi,,,SATB,Latin,Körakademin,Körakademin,182,,,https://scorx.org/Product/Product?Id=3053,
Vivaldi Gloria - 12. Cum sancto spirito,Antonio Vivaldi,,,SATB,Latin,Körakademin,Körakademin,183,,,https://scorx.org/Product/Product?Id=3054,
Vivaldi Gloria - 2. Et in terra pax,Antonio Vivaldi,,,SATB,Latin,Körakademin,Körakademin,184,,,https://scorx.org/Product/Product?Id=3055,
Vivaldi Gloria - 4. Gratias agimus tibi,Antonio Vivaldi,,,SATB,Latin,Körakademin,Körakademin,185,,,https://scorx.org/Product/Product?Id=3056,
Vivaldi Gloria - 5. Propter magnam gloriam tuam,Antonio Vivaldi,,,SATB,Latin,Körakademin,Körakademin,186,,,https://scorx.org/Product/Product?Id=3057,
Vivaldi Gloria - 7. Domine fili unigenite,Antonio Vivaldi,,,SATB,Latin,Körakademin,Körakademin,187,,,https://scorx.org/Product/Product?Id=3058,
Vivaldi Gloria - 8. Domine Deus,Antonio Vivaldi,,,SATB,Latin,Körakademin,Körakademin,1521,,,https://scorx.org/Product/Product?Id=3108,
Vivaldi Gloria - 9. Qui tollis peccata mundi,Antonio Vivaldi,,,SATB,Latin,Körakademin,Körakademin,188,,,https://scorx.org/Product/Product?Id=3059,
Vår Fader,Trad.,Birgitta Wennerberg-Berggren,Lars Hernqvist,SAB,Swedish,Gehrmans,Körakademin,567,,,https://scorx.org/Product/Product?Id=915,
Vårvintervisa - I väntan på våren,Camilla Wellborg Käck,Maria Sundelius,,SA,Swedish,Wessmans,Körakademin,1790,,,https://scorx.org/Product/Product?Id=3549,
Vägen till regnbågen är vägen till dig,Nadja Eriksson,Nadja Eriksson,,SSA,Swedish,Gehrmans,Körakademin,594,,,https://scorx.org/Product/Product?Id=942,
Välsignad är du som kommer,Marc-Antoine Charpentier,Birgitta Wennerberg-Berggren,Lars Hernqvist,SAB,Swedish,Gehrmans,Körakademin,1617,,,https://scorx.org/Product/Product?Id=3234,http://www.gehrmans.se/butik/kor/sab-helt-enkelt-del-2
Världen är liksom förtrollad,(Barbro Nilsson) Teresia,(Barbro Nilsson) Teresia,Gabriel Wilczkowski,SAB,Swedish,Gehrmans,Körakademin,384,,,https://scorx.org/Product/Product?Id=238,http://www.gehrmans.se/butik/kor/varlden-ar-som-fortrollad-12005
Waldesnacht,Johannes Brahms,Paul Heyse,,SATB,Swedish,Upphovsrättsfri,Copyright free,172,,,https://scorx.org/Product/Product?Id=531,
Want To Want,Joakim Arenius,Joakim Arenius,,SATB,English,Bubblejam Music Productions,Körakademin,2291,,,https://scorx.org/Product/Product?Id=5613,
We Pray,Joakim Arenius,,,SATB,English,Bubblejam Music Productions,Körakademin,1714,,,https://scorx.org/Product/Product?Id=3420,
We Unite into One,Lina Sidenmark,,Staffan Sundås,SATB,English,Gehrmans,Körakademin,374,,,https://scorx.org/Product/Product?Id=228,http://www.gehrmans.se/butik/kor/yes-i-m-coming-home
Weep Oh Mine Eyes,John Bennett,,,SATB,English,Gehrmans,Körakademin,1380,,,https://scorx.org/Product/Product?Id=2849,
Wherever I Go,Joakim Arenius,,,SATB,English,Bubblejam Music Productions,Körakademin,1725,,,https://scorx.org/Product/Product?Id=3431,
"Yes, I'm coming home",Lina Sidenmark,,Staffan Sundås,SATB,English,Gehrmans,Körakademin,385,,,https://scorx.org/Product/Product?Id=239,http://www.gehrmans.se/butik/kor/yes-i-m-coming-home
You Are All I Live For,Lina Sidenmark,,Staffan Sundås,SATB,English,Gehrmans,Körakademin,386,,,https://scorx.org/Product/Product?Id=240,http://www.gehrmans.se/butik/kor/yes-i-m-coming-home
You are holy,Jonas Engström,,,SATB,English,Gospel Start Publishing,Körakademin,1861,,,https://scorx.org/Product/Product?Id=3714,http://www.gospelstart.se/store/p/gospel-6-109111/gospel-6-noth%C3%A4fte-123573
Äggen är slut - 1. Äggkanon,Paula af Malmborg Ward,Lina Ekdahl,,SA,Swedish,Upward Music,Körakademin,1869,,,https://scorx.org/Product/Product?Id=3733,
Äggen är slut - 10. Varför sa ni ingenting?,Paula af Malmborg Ward,Lina Ekdahl,,SA,Swedish,Upward Music,Körakademin,1878,,,https://scorx.org/Product/Product?Id=3742,
Äggen är slut - 11. Den tid som är kvar,Paula af Malmborg Ward,Lina Ekdahl,,SA,Swedish,Upward Music,Körakademin,1879,,,https://scorx.org/Product/Product?Id=3743,
Äggen är slut - 13. Epilog,Paula af Malmborg Ward,Lina Ekdahl,,SA,Swedish,Upward Music,Körakademin,1881,,,https://scorx.org/Product/Product?Id=3745,
Äggen är slut - 2. Se mig tar för mig,Paula af Malmborg Ward,Lina Ekdahl,,SA,Swedish,Upward Music,Körakademin,1870,,,https://scorx.org/Product/Product?Id=3734,
Äggen är slut - 4. Flytta inte in,Paula af Malmborg Ward,Lina Ekdahl,,SA,Swedish,Upward Music,Körakademin,1872,,,https://scorx.org/Product/Product?Id=3736,
Äggen är slut - 5. Under stark sol,Paula af Malmborg Ward,Lina Ekdahl,,SA,Swedish,Upward Music,Körakademin,1873,,,https://scorx.org/Product/Product?Id=3737,
Äggen är slut - 6. Saft,Paula af Malmborg Ward,Lina Ekdahl,,SA,Swedish,Upward Music,Körakademin,1874,,,https://scorx.org/Product/Product?Id=3738,
Äggen är slut - 7. Flytta inte ut,Paula af Malmborg Ward,Lina Ekdahl,,SA,Swedish,Upward Music,Körakademin,1875,,,https://scorx.org/Product/Product?Id=3739,
Äggen är slut - 8. Koftan,Paula af Malmborg Ward,Lina Ekdahl,,SA,Swedish,Upward Music,Körakademin,1876,,,https://scorx.org/Product/Product?Id=3740,
Äggen är slut - 9. Päls,Paula af Malmborg Ward,Lina Ekdahl,,SA,Swedish,Upward Music,Körakademin,1877,,,https://scorx.org/Product/Product?Id=3741,
Älska mej,Benny Andersson,Marie Nilsson,Nils Ljung,SAB,Swedish,Gehrmans,Körakademin,1805,,,https://scorx.org/Product/Product?Id=3779,
Är kärleken,Anna Cederberg-Orreteg,Maria Cederberg-Rydén,,SSA,Swedish,Gehrmans,Körakademin,1671,,,https://scorx.org/Product/Product?Id=3377,http://www.gehrmans.se/butik/kor/ar-karleken
Är någon törstig,Kjell Janunger,Bibeln,,SATB,Swedish,ACKJA Music & Production,Körakademin,1470,,,https://scorx.org/Product/Product?Id=2924,
Ära Halleluja,Karin Öberg,Karin Öberg,Karin Öberg,SAB,Swedish,Tribal Music,Körakademin,400,,,https://scorx.org/Product/Product?Id=743,
Ära i höjden,Torbjörn Widfeldt,Lukas 2:14,,SAATB,Svenska,Gehrmans,Körakademin,2412,,JA,https://scorx.org/Product/Product?Id=6032,
Önskenatt,Emil Sundberg,Karin Boye,,SATB,Swedish,Gehrmans,Körakademin,2034,,,https://scorx.org/Product/Product?Id=4128,
Öppna ditt hjärta för kärleken,Nadja Eriksson,Nadja Eriksson,,SSA,Swedish,Gehrmans,Körakademin,592,,,https://scorx.org/Product/Product?Id=940,
Öppna en väg för ljuset,Rolf Martinsson,Lars Björklund,,SATB,Swedish,Gehrmans,Körakademin,389,,JA,https://scorx.org/Product/Product?Id=243,http://www.gehrmans.se/butik/kor/oppna-en-vag-for-ljuset-11657
Öppna en väg för ljuset,Anna Cederberg-Orreteg,Lars Björklund,,SATB,Swedish,Gehrmans,Körakademin,390,,JA,https://scorx.org/Product/Product?Id=244,http://www.gehrmans.se/butik/kor/oppna-en-vag-for-ljuset-11658
Öppna en väg för ljuset,Nils Lindberg,Lars Björklund,,SATB,Swedish,Gehrmans,Körakademin,391,,JA,https://scorx.org/Product/Product?Id=245,http://www.gehrmans.se/butik/kor/oppna-en-vag-for-ljuset-11659
Öppna en väg för ljuset,Nils-Petter Ankarblom,Lars Björklund,,SATB,Swedish,Gehrmans,Körakademin,392,,JA,https://scorx.org/Product/Product?Id=246,http://www.gehrmans.se/butik/kor/oppna-en-vag-for-ljuset
Missa ordinarium - 1. Kyrie,"Henrik Dahlgren, Martina Tomner",Mässordinariet,,Two-parts,Latin,Gehrmans,Körakademin,2536,,,https://scorx.org/Product/Product?Id=6298,
Missa ordinarium - 2. Gloria,"Henrik Dahlgren, Martina Tomner",Mässordinariet,,Two-parts,Latin,Gehrmans,Körakademin,2537,,,https://scorx.org/Product/Product?Id=6299,
Missa ordinarium - 3. Sanctus,"Henrik Dahlgren, Martina Tomner",Mässordinariet,,Two-parts,Latin,Gehrmans,Körakademin,2538,,,https://scorx.org/Product/Product?Id=6300,
Missa ordinarium - 4. Agnus dei,"Henrik Dahlgren, Martina Tomner",Mässordinariet,,Two-parts,Latin,Gehrmans,Körakademin,2539,,,https://scorx.org/Product/Product?Id=6301,
Morgon,Gabriel Wilczkowski,Roland Hellsten,,Blandad kör,Swedish,Gehrmans,Körakademin,2540,,,https://scorx.org/Product/Product?Id=6302,
Oändligt Han ger,Gabriel Fauré,,,SATB,Swedish,Gehrmans,Körakademin,2542,,,https://scorx.org/Product/Product?Id=6325,
Bönens Ros,Oskar Lindberg,Samuel Gabrielsson,,SSA,Swedish,Gehrmans,Körakademin,2543,,,https://scorx.org/Product/Product?Id=6328,
Psalm XXIII,Anton Leanderson-Andréas,Bibeln,,SA,Swedish,Gehrmans,Körakademin,2544,,,https://scorx.org/Product/Product?Id=6329,
Visa i Backa,Greger Siljebo,,,SATB,Swedish,Gehrmans,Körakademin,2545,,,https://scorx.org/Product/Product?Id=6330,
Bound for the Promised Land,Trad. Amerikansk,,Emily Crocker,TTB,English,Hal Leonard,Körakademin,2548,,,https://scorx.org/Product/Product?Id=6342,
Bridge over troubled water,Paul Simon,,Robert Sund,SAB,,Gehrmans,Körakademin,2549,,,https://scorx.org/Product/Product?Id=6343,
Det spirar i Guds örtagård,Hans Ove Olsson,Samuel Gabrielsson,Andreas E Olsson,SATB,Swedish,Gehrmans,Körakademin,2550,,,https://scorx.org/Product/Product?Id=6344,
Earth Song,Frank Ticheli,,Frank Ticheli,SATB,,Fred Bock Music Company,Körakademin,2551,,,https://scorx.org/Product/Product?Id=6345,
God is gone up,Gerald Finzi,Edward Taylor,,SATB,English,Gehrmans,Körakademin,2552,,,https://scorx.org/Product/Product?Id=6346,
Herre du är god,Roger Glan,Bibeln,,SAB,Swedish,Gehrmans,Körakademin,2553,,,https://scorx.org/Product/Product?Id=6347,
Kyrie,Frode Fjellheim,Frode Fjellheim,,SSAA,Latin,Boosey & Hawkes,Körakademin,2554,,,https://scorx.org/Product/Product?Id=6348,
Norsk Trall,Trad,,Linda Sandström,SAB,,Gehrmans,Körakademin,2555,,,https://scorx.org/Product/Product?Id=6349,
Psalm XXIII,Anton Leanderson-Andréas,Bibeln,,SA,Swedish,Gehrmans,Körakademin,2556,,,https://scorx.org/Product/Product?Id=6350,
Exsultate Deo,Alessandro Scarlatti,,,SATB,Latin,Körakademin,Körakademin,2558,,,https://scorx.org/Product/Product?Id=6369,
